Country,Season,Year,Sampling site,Stream_Velocity,Stream_Depth,Steam_Width,Water_temperature,Turbidity,pH,Conductivity,DO_conc,DO_sat,BOD,NH4,NO3,PO4,Chironomidae,Baetidae,Hydropsychidae,Hydroptilidae,Libellulidae,Leptophlebidae
Ecuador,Dry,2005,Ecu_1,0.36,0.1,3.6,21.6,NA,7.01,79.9,8.08,92.4,NA,NA,NA,NA,16,1,11,0,4,1
Ecuador,Dry,2006,Ecu_1,0.66,0.15,4.2,22.8,NA,6.9,112.2,8.06,95,NA,NA,NA,NA,119,106,183,0,0,2
Ecuador,Wet,2005,Ecu_1,0.41,0.25,2.53,26.1,NA,6.96,97.2,7.59,97,NA,NA,NA,NA,6,37,28,0,3,9
Ecuador,Wet,2006,Ecu_1,0.35,0.23,4.8,25.6,NA,6.95,100.6,7.79,97.5,NA,NA,NA,NA,287,976,32,4,4,19
Ecuador,Dry,2005,Ecu_2,0.05,0.5,3,22.3,NA,7.51,102.3,7.31,87,NA,NA,NA,NA,13,3,0,1,1,0
Ecuador,Dry,2006,Ecu_2,0.34,0.55,4.8,24,NA,6.7,92,8.1,96.5,NA,NA,NA,NA,2,4,0,0,0,0
Ecuador,Wet,2005,Ecu_2,0.7,0.51,3.8,25.1,NA,5.99,54.4,6.27,85.5,NA,NA,NA,NA,13,27,3,0,0,2
Ecuador,Wet,2006,Ecu_2,0.15,0.6,5.2,24.4,NA,6.96,58.7,7.93,96.3,NA,NA,NA,NA,28,40,0,0,4,3
Ecuador,Dry,2005,Ecu_3,0.31,0.18,2,20.5,NA,7.12,51.6,8.41,94.7,NA,NA,NA,NA,0,6,16,0,4,3
Ecuador,Wet,2005,Ecu_3,0.4,0.37,4.25,22.1,NA,6.19,47.6,7.73,94.6,NA,NA,NA,NA,26,5,7,0,0,6
Ecuador,Dry,2005,Ecu_4,0.15,0.7,11.2,21.3,NA,7.3,35.4,8.97,99.3,NA,NA,NA,NA,2,0,0,0,1,0
Ecuador,Wet,2005,Ecu_4,0.16,0.8,0.55,23,NA,6.9,30.1,7.77,95.8,NA,NA,NA,NA,6,1,24,0,0,29
Ecuador,Dry,2005,Ecu_5,0.47,0.25,7,23.8,NA,7.2,238.8,7.03,84.1,NA,NA,NA,NA,3,2,0,3,4,0
Ecuador,Dry,2006,Ecu_5,0.47,0.55,5.65,23.9,NA,6.8,236.8,7.21,85.6,NA,NA,NA,NA,14,6,0,0,0,0
Ecuador,Wet,2005,Ecu_5,0.41,0.65,7,25.4,NA,6.3,80.7,6.76,86.9,NA,NA,NA,NA,1,0,0,0,1,0
Ecuador,Wet,2006,Ecu_5,0.8,1,12.1,26.2,NA,6.94,129.2,6.91,87.5,NA,NA,NA,NA,35,982,11,1,2,7
Ecuador,Dry,2005,Ecu_6,0.89,0.3,5.1,23.1,NA,8.31,213.9,8.1,97.8,NA,NA,NA,NA,17,10,26,0,13,15
Ecuador,Dry,2006,Ecu_6,0.67,0.45,4,24.1,NA,6.8,116.6,8.27,98.5,NA,NA,NA,NA,37,105,45,1,3,2
Ecuador,Wet,2005,Ecu_6,0.57,0.79,13,25.5,NA,7.12,61.2,7.62,97.2,NA,NA,NA,NA,22,3,0,0,0,0
Ecuador,Wet,2006,Ecu_6,1.26,1.2,8.9,24.6,NA,6.98,63.4,8.04,99.2,NA,NA,NA,NA,9,155,3,0,1,2
Ecuador,Dry,2005,Ecu_7,0.18,0.6,9,19.5,NA,7.7,55.6,8.32,91.5,NA,NA,NA,NA,10,1,2,0,0,0
Ecuador,Dry,2006,Ecu_7,0.2,0.75,7.9,20.1,NA,6.86,64.5,8.94,98.6,NA,NA,NA,NA,260,0,11,0,0,0
Ecuador,Wet,2005,Ecu_7,1.14,0.84,7.75,20.5,NA,6.6,40.2,7.28,92.4,NA,NA,NA,NA,4,8,9,0,0,1
Ecuador,Wet,2006,Ecu_7,1.39,1.1,10,19.9,NA,7.04,45.2,8.22,93,NA,NA,NA,NA,139,131,52,1,3,2
Ecuador,Dry,2005,Ecu_8,0.24,0.2,6.6,21.6,NA,8.09,102.9,8.03,94.3,NA,NA,NA,NA,16,4,1,0,6,2
Ecuador,Dry,2006,Ecu_8,0.25,0.3,6.51,22.8,NA,7.38,101.3,8.14,95.7,NA,NA,NA,NA,20,8,2,0,0,0
Ecuador,Wet,2005,Ecu_8,0.61,0.37,5.04,24.7,NA,7.27,83.9,7.05,92,NA,NA,NA,NA,1,16,14,0,2,1
Ecuador,Wet,2006,Ecu_8,0.47,0.55,7.2,23.5,NA,6.97,72.1,7.68,95,NA,NA,NA,NA,22,69,79,0,20,23
Ecuador,Dry,2005,Ecu_9,0.5,0.5,9.2,21.7,NA,7.85,80.4,7.74,87.1,NA,NA,NA,NA,6,7,1,1,3,1
Ecuador,Dry,2006,Ecu_9,0.27,0.6,10.5,22.6,NA,7.25,78.5,8.16,94.9,NA,NA,NA,NA,4,12,2,0,0,0
Ecuador,Wet,2005,Ecu_9,0.8,0.8,14,22.8,NA,6.6,45.7,7.17,89.9,NA,NA,NA,NA,8,22,6,0,0,0
Ecuador,Wet,2006,Ecu_9,1.59,1.2,13,21.3,NA,7.02,49.7,7.68,92.4,NA,NA,NA,NA,87,1060,135,1,4,30
Ecuador,Dry,2005,Ecu_10,0.04,0.9,9,23.6,NA,6.45,86.3,2.7,33.8,NA,NA,NA,NA,5,16,0,0,0,0
Ecuador,Dry,2006,Ecu_10,0.09,0.65,9.3,25,NA,6.52,87,7.62,92.6,NA,NA,NA,NA,8,14,2,3,0,0
Ecuador,Wet,2005,Ecu_10,0.18,1,13.11,26.3,NA,5.94,67.9,3.8,50.9,NA,NA,NA,NA,1,0,0,0,0,0
Ecuador,Wet,2006,Ecu_10,0.37,1.2,13,26.5,NA,6.91,89.2,5.81,78.1,NA,NA,NA,NA,43,90,0,0,17,0
Ecuador,Dry,2005,Ecu_11,0.33,2,25,23.1,NA,7.07,354.2,4.22,50.5,NA,NA,NA,NA,47,0,0,0,0,0
Ecuador,Dry,2006,Ecu_11,0.1,2,29,24.6,NA,6.97,523,6.8,82.3,NA,NA,NA,NA,0,0,0,0,0,0
Ecuador,Wet,2005,Ecu_11,0.1,1.5,25,27.7,NA,6.74,301.8,4.66,70.4,NA,NA,NA,NA,1,1,0,0,0,0
Ecuador,Wet,2006,Ecu_11,0.35,2,27.8,27,NA,6.97,236,4.88,66.4,NA,NA,NA,NA,3,33,0,0,0,0
Ecuador,Dry,2005,Ecu_12,0.23,0.2,2,20.7,NA,7.36,70,8.19,94.3,NA,NA,NA,NA,6,0,23,0,0,9
Ecuador,Wet,2005,Ecu_12,0.22,0.27,2.85,24,NA,6.78,87.7,6.62,86.7,NA,NA,NA,NA,18,7,27,0,0,7
Ecuador,Dry,2005,Ecu_13,0.13,0.45,8.8,20.1,NA,7.25,35.1,8.86,96.7,NA,NA,NA,NA,39,16,10,1,23,5
Ecuador,Wet,2005,Ecu_13,0.31,1,8.3,23.2,NA,6.56,30,7.58,97.1,NA,NA,NA,NA,22,0,0,0,0,2
Ecuador,Dry,2005,Ecu_14,0.02,0.5,12.3,23.3,NA,6.94,65,7.15,85.2,NA,NA,NA,NA,5,1,0,0,4,0
Ecuador,Dry,2006,Ecu_14,0.34,0.5,5.25,24,NA,6.31,63.5,8.17,97.1,NA,NA,NA,NA,29,12,0,0,3,0
Ecuador,Wet,2005,Ecu_14,0.15,0.85,11.17,26.3,NA,6.78,46.9,7.07,87.8,NA,NA,NA,NA,0,2,0,0,0,0
Ecuador,Wet,2006,Ecu_14,0.33,0.8,8.15,24,NA,7.04,54.4,7.7,93.2,NA,NA,NA,NA,53,174,1,0,12,0
Ecuador,Dry,2005,Ecu_15,0.17,0.6,5,25.8,NA,7.37,501,6.02,75.5,NA,NA,NA,NA,6,0,0,0,30,0
Ecuador,Dry,2006,Ecu_15,0.32,0.5,2.49,24,NA,7.17,520,6.03,71.7,NA,NA,NA,NA,3,8,0,0,3,0
Ecuador,Wet,2005,Ecu_15,0.25,1.15,9,26.2,NA,6.79,324.7,4.62,75.6,NA,NA,NA,NA,3,0,0,0,0,0
Ecuador,Wet,2006,Ecu_15,0.68,0.4,11,29.6,NA,7.01,734,5.66,74.3,NA,NA,NA,NA,1,30,0,0,4,0
Ecuador,Dry,2005,Ecu_16,0.8,0.3,6.1,22.4,NA,7.31,239.3,7.53,87.4,NA,NA,NA,NA,3,0,18,0,7,0
Ecuador,Dry,2006,Ecu_16,0.51,0.9,6.4,24.1,NA,6.41,232.8,7.18,86.3,NA,NA,NA,NA,93,33,72,0,1,0
Ecuador,Wet,2005,Ecu_16,1.31,1.1,10.75,24.6,NA,6.01,76.2,5.27,77.1,NA,NA,NA,NA,8,11,0,0,0,0
Ecuador,Wet,2006,Ecu_16,1.2,1,9.1,26.2,NA,6.98,131.1,7.1,88.1,NA,NA,NA,NA,41,602,1,0,0,4
Ecuador,Dry,2005,Ecu_17,1,0.95,1.6,22.5,NA,6.68,118.5,5.57,64.6,NA,NA,NA,NA,1,18,11,0,8,0
Ecuador,Wet,2005,Ecu_17,0.69,1.05,5.93,26.5,NA,5.54,105,4.4,63.6,NA,NA,NA,NA,3,18,0,0,2,0
Ecuador,Dry,2005,Ecu_18,0.32,0.6,5,23,NA,7.22,316.7,7.24,86.3,NA,NA,NA,NA,5,0,0,0,3,0
Ecuador,Dry,2006,Ecu_18,0.17,0.9,6,24.1,NA,6.6,325.3,6.01,71.4,NA,NA,NA,NA,5,25,0,0,0,0
Ecuador,Wet,2005,Ecu_18,0.29,0.7,4.4,25.1,NA,6.29,241,5.9,76.4,NA,NA,NA,NA,0,10,0,0,0,0
Ecuador,Wet,2006,Ecu_18,0.37,0.55,4.2,27.6,NA,6.98,451.8,5.27,70.4,NA,NA,NA,NA,102,5,0,0,0,0
Ecuador,Dry,2005,Ecu_19,0.47,0.5,5,23.5,NA,7.06,288.6,6.83,80.2,NA,NA,NA,NA,3,0,0,0,4,0
Ecuador,Dry,2006,Ecu_19,0.51,0.6,4.2,24,NA,6.69,309.9,6.27,74.5,NA,NA,NA,NA,7,23,6,0,2,0
Ecuador,Wet,2005,Ecu_19,0.27,0.75,4.2,26.3,NA,6.44,224.8,5.55,75.5,NA,NA,NA,NA,33,41,10,2,1,0
Ecuador,Wet,2006,Ecu_19,0.31,0.95,2.9,27,NA,6.96,445,4.43,58.1,NA,NA,NA,NA,326,78,3,0,0,0
Ecuador,Dry,2005,Ecu_20,0.2,0.45,5,24.2,NA,7.12,509,4.94,60.5,NA,NA,NA,NA,9,0,0,0,6,0
Ecuador,Dry,2006,Ecu_20,0.24,0.45,4.46,23.3,NA,6.99,560,5.35,63.5,NA,NA,NA,NA,3,0,0,0,0,0
Ecuador,Wet,2005,Ecu_20,0.23,0.76,6.48,26.7,NA,6.6,292.2,4.34,55.8,NA,NA,NA,NA,7,7,0,0,0,0
Ecuador,Wet,2006,Ecu_20,0.42,0.4,6.1,30.4,NA,6.95,713,4.71,66.8,NA,NA,NA,NA,4,2,0,0,1,0
Ecuador,Dry,2005,Ecu_21,0.22,0.2,3.3,23.6,NA,7.51,243.4,7.99,98.2,NA,NA,NA,NA,0,4,0,0,22,0
Ecuador,Dry,2006,Ecu_21,0.15,0.2,3,23,NA,6.98,226.2,7.11,87.2,NA,NA,NA,NA,0,0,0,0,0,0
Ecuador,Wet,2005,Ecu_21,0.25,0.78,5.8,25.6,NA,7.11,119.6,7.58,86.6,NA,NA,NA,NA,0,1,0,0,0,0
Ecuador,Wet,2006,Ecu_21,0.25,0.15,2.7,32.1,NA,6.95,289.7,5.94,83.4,NA,NA,NA,NA,50,18,0,0,0,0
Ecuador,Dry,2005,Ecu_22,0.67,0.15,5.35,21.6,NA,7.38,54.5,9.07,99.8,NA,NA,NA,NA,5,2,7,0,5,2
Ecuador,Dry,2006,Ecu_22,0.53,0.35,6.2,22,NA,6.57,53.1,8.33,96.8,NA,NA,NA,NA,51,339,92,0,4,39
Ecuador,Wet,2005,Ecu_22,0.97,0.42,5.77,23.6,NA,6.68,42.2,7.05,87.9,NA,NA,NA,NA,25,70,36,0,2,1
Ecuador,Wet,2006,Ecu_22,0.89,0.55,9,24,NA,6.95,42.7,7.81,98.4,NA,NA,NA,NA,10,67,9,0,0,29
Ecuador,Dry,2005,Ecu_23,0.47,0.15,2.9,21.6,NA,7.06,66.8,8.42,97.3,NA,NA,NA,NA,11,16,35,0,6,21
Ecuador,Dry,2006,Ecu_23,0.73,0.3,4,22.1,NA,6.52,69.3,8.4,96.5,NA,NA,NA,NA,81,97,163,1,1,58
Ecuador,Wet,2005,Ecu_23,0.82,0.34,2.72,24.1,NA,6.67,55.5,7.39,95.5,NA,NA,NA,NA,0,9,28,0,1,2
Ecuador,Dry,2005,Ecu_24,0.47,0.15,5.9,21.8,NA,7.22,47.1,8.13,94.5,NA,NA,NA,NA,1,2,43,4,6,0
Ecuador,Dry,2006,Ecu_24,0.69,0.4,4.1,21,NA,6.71,46.8,5.84,67,NA,NA,NA,NA,45,215,58,0,11,59
Ecuador,Wet,2005,Ecu_24,0.73,0.29,8.7,24.7,NA,6.81,38.2,7.21,98.8,NA,NA,NA,NA,7,42,22,0,0,6
Ecuador,Dry,2005,Ecu_25,0.33,0.06,0.9,16.9,NA,7.48,66.7,6.98,75.6,NA,NA,NA,NA,8,0,4,0,0,9
Ecuador,Dry,2006,Ecu_25,0.33,0.05,1.4,17.7,NA,6.61,60,7.89,85,NA,NA,NA,NA,57,9,98,1,0,45
Ecuador,Wet,2005,Ecu_25,0.77,0.19,1.01,17.1,NA,6.6,38.5,7.89,85,NA,NA,NA,NA,1,16,8,0,0,14
Ecuador,Wet,2006,Ecu_25,1,0.15,1,17.6,NA,6.87,46.7,7.03,93.9,NA,NA,NA,NA,11,53,114,0,0,6
Ecuador,Dry,2005,Ecu_26,0.4,0.15,6,18.7,NA,7.52,46.6,8.28,89.7,NA,NA,NA,NA,3,8,32,0,0,6
Ecuador,Dry,2006,Ecu_26,0.62,0.35,4.8,17.6,NA,6.76,54.4,7.8,83.2,NA,NA,NA,NA,156,139,313,0,1,7
Ecuador,Wet,2005,Ecu_26,1.42,1.5,10.2,17.9,NA,7.01,35.7,7.5,85.1,NA,NA,NA,NA,9,24,83,1,0,7
Ecuador,Wet,2006,Ecu_26,1.62,0.55,7.3,18.9,NA,7.02,39.4,7.96,96,NA,NA,NA,NA,64,38,40,1,1,5
Ecuador,Dry,2005,Ecu_27,0.5,0.15,2.7,18.7,NA,7.66,80.3,6.99,79.9,NA,NA,NA,NA,5,4,32,0,0,0
Ecuador,Dry,2006,Ecu_27,0.48,0.25,2.4,18.5,NA,7.18,77.4,7.88,84,NA,NA,NA,NA,207,63,331,0,0,20
Ecuador,Wet,2005,Ecu_27,0.74,0.43,3.4,19.3,NA,7.03,53.1,7.42,81.5,NA,NA,NA,NA,0,2,4,0,0,1
Ecuador,Wet,2006,Ecu_27,0.8,0.4,3,19,NA,6.7,61.4,7.56,97.5,NA,NA,NA,NA,3,13,42,0,0,8
Ecuador,Dry,2005,Ecu_28,0.4,0.8,12.55,23,NA,7.16,198,6.9,81,NA,NA,NA,NA,6,6,12,0,1,0
Ecuador,Dry,2006,Ecu_28,0.29,0.6,16,23.8,NA,7.95,179.3,7.76,91.4,NA,NA,NA,NA,25,3,0,0,0,0
Ecuador,Wet,2005,Ecu_28,1,0.7,7.65,24.8,NA,6.65,75.5,6.8,89.7,NA,NA,NA,NA,2,23,10,0,0,0
Ecuador,Wet,2006,Ecu_28,0.5,0.9,18.56,25.3,NA,7,138.4,7.22,88,NA,NA,NA,NA,79,0,0,0,3,2
Ecuador,Dry,2005,Ecu_29,0.8,0.25,4,21.8,NA,6.93,51.1,8.57,98.6,NA,NA,NA,NA,4,1,9,0,2,2
Ecuador,Dry,2006,Ecu_29,0.91,0.3,4.1,22.6,NA,6.09,55,8.5,98.8,NA,NA,NA,NA,23,124,14,0,6,3
Ecuador,Wet,2005,Ecu_29,0.81,0.67,10.25,26.5,NA,6.81,44.7,7.29,96,NA,NA,NA,NA,27,34,65,0,6,14
Ecuador,Wet,2006,Ecu_29,2.05,0.45,4.9,24.3,NA,6.74,49,8.91,93.5,NA,NA,NA,NA,26,357,84,0,21,156
Ethiopia,Dry,2006,Eth_1,0.92,0.24,12,20,49,8.1,100,8.4,94,1.4,1.3,0.12,0.12,4,0,26,0,0,0
Ethiopia,Dry,2007,Eth_1,1,0.28,12,23,63,8,100,6.3,100,2.1,0.68,2.04,0.53,2,5,18,0,3,0
Ethiopia,Dry,2008,Eth_1,1.58,0.3,5.5,24,17,8.5,160,6.6,96,3.2,0.23,0.12,0.12,6,12,16,0,2,0
Ethiopia,Dry,2009,Eth_1,0.4,0.2,4,19.9,NA,8.2,110.9,7.74,101.5,2.3,0.9,1.5,0.2,35,86,17,0,0,0
Ethiopia,Dry,2010,Eth_1,1,0.35,10,15.3,NA,8.15,126.4,8.18,101.6,6.9,0.03,0.32,1.5,11,8,20,0,3,0
Ethiopia,Dry,2011,Eth_1,1.2,0.8,8,18.2,680,7.08,62,7.6,100,17,0.35,18.25,0.15,10,2,0,0,0,0
Ethiopia,Wet,2008,Eth_1,1,0.38,10,17.3,57,7.5,100,3.8,54,1.3,0.22,1.31,1,4,113,7,0,0,0
Ethiopia,Wet,2009,Eth_1,0.8,0.5,10,17.6,NA,7.11,70.7,7.5,101,1.2,0.02,1.46,0.03,3,0,0,0,1,0
Ethiopia,Wet,2010,Eth_1,1.2,0.6,10,17.1,NA,8.55,117.3,8,101.7,7.8,0.04,0.1,0.06,11,13,44,0,8,0
Ethiopia,Dry,2009,Eth_10,0.5,0.15,5,17,NA,7.44,47.3,7.51,89,2.5,0.75,4.2,0.02,11,2,11,0,3,0
Ethiopia,Dry,2010,Eth_10,0.6,0.12,7.2,15.8,24.8,7.69,53.1,7.65,99.8,6.5,0.02,3.19,0.02,15,18,17,0,3,0
Ethiopia,Dry,2011,Eth_10,0.7,0.15,4.2,16.7,23.2,7.21,52.8,7.41,98.1,9,0.17,9.12,0.14,3,33,7,0,0,0
Ethiopia,Wet,2008,Eth_10,0.7,0.1,3,13.9,14,7.28,60,NA,96,2.3,0.01,1.3,0.01,1,3,51,0,10,0
Ethiopia,Wet,2009,Eth_10,0.9,0.2,3,16.2,NA,7.55,50.8,7.67,100.3,1,0.03,0.59,0.02,7,9,80,0,4,0
Ethiopia,Wet,2010,Eth_10,0.72,0.16,4.5,16,NA,8.06,57,7.53,98.3,24.3,0.04,0.46,0.1,1,2,2,0,0,0
Ethiopia,Wet,2009,Eth_11,0.4,0.8,5,18.7,NA,7.69,135,7.1,96.5,1,0.02,0.6,0.02,2,10,15,0,2,0
Ethiopia,Wet,2010,Eth_11,0.45,0.44,4,18.1,NA,7.99,126.7,7.38,98.3,14,0.04,0.92,0.15,20,2,8,0,0,0
Ethiopia,Dry,2008,Eth_12,0.51,0.5,2.5,18.5,17,7,90,7.4,95,2.2,0.1,1.9,0.02,5,0,0,0,0,0
Ethiopia,Dry,2009,Eth_12,0.32,0.3,5.5,20.6,NA,7.9,206.3,7.04,100,1.8,1.6,0.33,0.88,2,0,2,0,5,0
Ethiopia,Dry,2010,Eth_12,0.6,0.3,6.5,23.7,39,7.52,142.8,6.52,98.3,3.9,0.02,5.05,1.9,8,29,62,0,2,0
Ethiopia,Dry,2011,Eth_12,0.4,0.55,3.6,20.4,92,7.5,163.5,6.89,97.2,13,0.16,10.45,0.16,4,25,0,0,0,0
Ethiopia,Wet,2008,Eth_12,0.55,0.33,6,17.7,39,6.8,80,6.8,94,3.8,0.13,1.85,0.03,21,7,0,0,3,0
Ethiopia,Wet,2010,Eth_12,0.53,0.45,3,16.4,NA,8.01,90.7,7.68,99.3,21,0.04,0.24,0.03,0,6,50,0,0,0
Ethiopia,Wet,2009,Eth_12,0.33,1,5,18.8,NA,7.68,90.4,7.1,96.7,1,0.02,0.65,0.03,0,39,34,0,7,0
Ethiopia,Dry,2008,Eth_13,0.58,0.06,5,21,45,7.4,100,6.5,73,3.7,0.66,2.12,0.4,0,0,0,0,3,0
Ethiopia,Dry,2009,Eth_13,0.18,0.4,2,20.5,NA,7.56,78.3,6.57,89.4,7,1.7,1.9,1.1,1,0,0,0,1,0
Ethiopia,Dry,2010,Eth_13,0.8,0.9,6,20.5,57.2,6.93,65.2,6.23,85.4,4.6,0.02,7.71,0.14,17,30,0,0,0,0
Ethiopia,Dry,2011,Eth_13,0.9,0.8,3.8,19.6,225,6.62,64,6.64,89.4,46,0.06,8.9,0.2,14,8,2,0,1,0
Ethiopia,Dry,2006,Eth_13,0.33,0.23,4,20,65,7.5,90,8.8,98,1.8,0.69,0.29,0.46,1,0,0,0,0,0
Ethiopia,Dry,2007,Eth_13,1,0.2,5,21,151,7.1,70,6.2,83,1.4,1,3.3,0.78,0,0,0,0,0,0
Ethiopia,Wet,2009,Eth_13,0.8,0.5,8,19.1,NA,6.94,54.4,6.3,85.1,1.1,1.23,0.76,0.19,41,52,1,0,0,0
Ethiopia,Wet,2007,Eth_13,1.75,0.5,6,19,34,6.9,60,6.6,78,1.2,0.54,2.9,0.4,4,35,29,0,0,2
Ethiopia,Dry,2011,Eth_14,0.6,1.5,12,20.4,210,6.95,73.5,6.45,87.9,15,0.33,17.76,0.13,7,24,45,0,0,0
Ethiopia,Dry,2008,Eth_15,NA,0.8,na,19,115,7,80,7.8,99,2.2,1.7,0.27,0.99,4,9,0,0,0,0
Ethiopia,Dry,2008,Eth_15,NA,0.8,na,23,40,7.3,90,5,66,3.7,0.06,1.3,0.17,35,0,0,0,4,0
Ethiopia,Dry,2010,Eth_16,NA,0.5,na,27.5,164,7.7,83.3,6.34,98.2,5.8,0.02,4.41,1,29,79,3,0,0,0
Ethiopia,Dry,2008,Eth_16,NA,0.8,na,24,60,7.8,100,6.5,69,2.5,0.12,0.96,0.09,23,0,0,0,0,0
Ethiopia,Dry,2008,Eth_16,NA,0.8,na,22,46,7.3,100,5.9,70,4.2,0.74,3.74,1.96,12,0,0,0,0,0
Ethiopia,Dry,2008,Eth_16,NA,0.8,na,17,120,7.3,70,7.9,100,2,1.7,0.21,0.91,10,5,0,0,0,0
Ethiopia,Dry,2011,Eth_16,NA,NA,NA,22.2,264,6.86,76.8,5.18,72.9,15,0.36,19.97,0.4,2,118,0,0,0,0
Ethiopia,Wet,2009,Eth_16,NA,0.8,na,24,NA,7.8,100,6.5,69,2.5,0.2,0.96,0.01,6,7,7,0,17,0
Ethiopia,Wet,2008,Eth_16,NA,0.5,na,20.7,38,6.97,100,NA,86,4.9,0.04,6.51,0.04,0,19,0,0,8,0
Ethiopia,Dry,2008,Eth_17,NA,0.8,na,23.1,49,7.4,100,5.9,78,3.3,0.5,1.65,1.69,21,0,0,0,0,0
Ethiopia,Dry,2008,Eth_17,NA,0.8,na,19,110,6.9,70,7.4,98,1.8,1.6,0.33,0.88,5,16,25,0,6,0
Ethiopia,Dry,2010,Eth_17,NA,0.5,na,27.4,120,7.84,92.9,5.97,92.5,4.9,0.04,6.51,0.02,0,0,0,0,0,0
Ethiopia,Dry,2008,Eth_17,NA,0.8,na,22,75,7.9,110,6.2,70,3,0.21,0.89,0.2,28,0,0,0,0,0
Ethiopia,Dry,2011,Eth_17,NA,NA,NA,22.8,328,7.47,85.2,5.76,81.9,22,0.39,20.02,0.23,25,21,3,0,2,0
Ethiopia,Wet,2008,Eth_17,NA,0.5,na,27.4,101.1,7.83,80,4.64,67,3.1,1.4,1.39,1.3,6,5,0,0,1,0
Ethiopia,Wet,2009,Eth_17,NA,0.8,na,22,NA,7.9,110,6.2,70,3,0.21,0.89,0.4,1,35,2,0,1,0
Ethiopia,Wet,2008,Eth_18,NA,0.8,na,19,64.45,7.7,80,NA,154,1.8,1.6,0.33,0.88,26,22,70,0,6,0
Ethiopia,Wet,2009,Eth_18,NA,0.8,na,23.1,NA,7.4,100,5.9,78,3.3,0.5,1.65,0.16,13,13,18,0,1,0
Ethiopia,Dry,2006,Eth_19,0.03,0.2,43,25,12,8.2,450,8.5,110,2,1.24,0.02,0.01,0,0,0,0,0,0
Ethiopia,Dry,2007,Eth_19,0.01,0.3,40,27.5,12.3,7.3,410,6.8,132,3,0.58,1,0.2,5,5,0,0,0,0
Ethiopia,Dry,2008,Eth_19,0.01,0.3,40,25,6,8.5,380,5.7,90,3.4,0.1,0.54,0.05,4,0,0,0,3,0
Ethiopia,Dry,2010,Eth_19,0.05,0.44,40,20.8,204,8.11,455,6.24,90.8,4.8,0.02,0.15,0.01,125,75,80,0,0,0
Ethiopia,Dry,2011,Eth_19,0.05,0.3,30,21.7,153,7.68,346,6.7,93.4,21,0.31,16.74,0.14,7,35,4,0,0,0
Ethiopia,Wet,2008,Eth_19,0.01,0.42,40,20.8,24,7.48,400,NA,60,2.8,0.06,2.64,0.14,5,106,7,0,0,0
Ethiopia,Wet,2009,Eth_19,0.01,0.65,40,26.1,NA,7.97,383,7.15,107.9,1.2,0.03,0.09,0.03,10,16,78,0,4,0
Ethiopia,Wet,2010,Eth_19,0.01,0.4,41,27.2,NA,8.26,310,6.76,105,15.7,0.03,0.5,0.03,0,5,47,0,6,0
Ethiopia,Dry,2006,Eth_2,0.05,0.35,2,21,6,7.8,150,6.7,98,0.4,1.34,0.04,0.22,0,0,0,0,0,0
Ethiopia,Dry,2007,Eth_2,0.2,0.32,4,23,23,8,110,6.5,120,1.7,0.04,0.18,0.21,2,0,0,0,5,0
Ethiopia,Dry,2008,Eth_2,0.04,0.21,3.4,22.4,25,7.6,140,6.2,78,3.1,1.4,1.39,1.3,11,24,21,0,0,0
Ethiopia,Dry,2009,Eth_2,0.27,0.21,5,24.6,NA,8.06,161.8,6.91,99.2,2.2,0.1,1.9,0.02,0,8,11,0,1,0
Ethiopia,Dry,2010,Eth_2,0.05,0.2,5,20,NA,7.97,153.8,6.89,93.1,7.5,0.04,0.27,0.01,8,51,73,0,20,0
Ethiopia,Dry,2011,Eth_2,0.8,0.16,3.2,22.2,125,7.36,101.7,7.2,99.8,14,0.35,19.26,0.1,6,82,3,0,0,0
Ethiopia,Wet,2006,Eth_2,1.2,0.9,3,19,114,7.2,90,9.2,123,1.5,2.5,0.87,0.85,5,1,0,0,0,0
